"Date","Year","Quarter","FY","QFY","Month","REV_DOM_14","REV_TAX_14","REV_TAX_NOIL_14","REV_TAX_IT_14","REV_TAX_IT_PAYE_14","REV_TAX_IT_CIT_14","REV_TAX_IT_OIL_14","REV_TAX_IT_WH_14","REV_TAX_IT_R_14","REV_TAX_IT_I_14","REV_TAX_IT_OTH_14","REV_TAX_GS_14","REV_TAX_GS_VAT_14","REV_TAX_GS_VAT_IM_14","REV_TAX_GS_VAT_LG_14","REV_TAX_GS_VAT_S_14","REV_TAX_GS_VAT_REF_14","REV_TAX_GS_EXD_14","REV_TAX_GS_EXD_IM_14","REV_TAX_GS_EXD_PD_14","REV_TAX_GS_EXD_LG_14","REV_TAX_GS_SGS_14","REV_TAX_GS_SGS_LOT_14","REV_TAX_GS_SGS_CAS_14","REV_TAX_GS_UG_14","REV_TAX_GS_UG_TRL_14","REV_TAX_GS_UG_OTH_14","REV_TAX_INL_14","REV_TAX_INL_ID_14","REV_TAX_INL_WH_14","REV_TAX_INL_CO_14","REV_TAX_INL_SUI_14","REV_TAX_INL_IL_14","REV_TAX_INL_EX_14","REV_TAX_OTH_14","REV_TAX_OTH_SD_OIL_14","REV_TAX_OTH_SD_OTH_14","REV_TAX_EXP_14","REV_OTH_14","REV_OTH_PI_14","REV_OTH_PI_I_14","REV_OTH_PI_DIV_14","REV_OTH_PI_R_14","REV_OTH_PI_R_MIN_14","REV_OTH_PI_R_OTH_14","REV_OTH_GS_14","REV_OTH_GS_MKT_14","REV_OTH_GS_FEE_14","REV_OTH_GS_FEE_FLT_14","REV_OTH_GS_FEE_DRV_14","REV_OTH_GS_FEE_MIG_14","REV_OTH_GS_FEE_LTR_14","REV_OTH_GS_FEE_TRA_14","REV_OTH_GS_FEE_COR_14","REV_OTH_GS_FEE_REM_14","REV_OTH_GS_FEE_PP_14","REV_OTH_GS_FEE_RSB_14","REV_OTH_GS_FEE_ICL_14","REV_OTH_GS_FEE_MST_14","REV_OTH_GS_NMKT_14","REV_OTH_GS_NMKT_HOP_14","REV_OTH_GS_NMKT_OTH_14","REV_OTH_FEE_14","REV_OTH_FEE_HC_14","REV_OTH_FEE_POL_14","REV_OTH_VT_14","REV_OTH_VT_CU_14","REV_OTH_VT_CU_BOU_14","REV_OTH_VT_CU_OTH_14","REV_OTH_VT_K_14","REV_OTH_OTH_14","REV_OTH_OTH_URA_14","REV_OTH_OTH_MALGS_14"
1997-07-01,1997,"Q3","1997/98","Q1","July",64.02586,63.983,63.983,9.02,3.13,1.09,0,3.45,0.58,0.17,0.6,46.033,18.483,11.78,5.243,2.96,-1.5,25.73,1.4,17.25,7.08,0.01,0.01,0,1.81,1.81,0,0,0,8.38,6.95,0,1.43,0,,0,0.55,0,0,0,0.04286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-01,1997,"Q3","1997/98","Q1","August",58.20358,57.89,57.89,6.93,3.29,0.67,0,2.08,0.37,0.07,0.45,42.76,17.06,10.93,5.57,2.06,-1.5,24.17,1.38,14.84,7.95,0.02,0.02,0,1.51,1.51,0,0,0,7.67,6.2,0,1.47,0,,0,0.53,0,0,0,0.31358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-01,1997,"Q3","1997/98","Q1","September",66.02668,65.83,65.83,9.38,3.72,2.13,0,2.42,0.4,0.32,0.39,47.62,20.77,13.09,5.58,3.4,-1.3,25.04,1.51,15.69,7.84,0.02,0.02,0,1.79,1.79,0,0,0,8.22,6.72,0,1.5,0,,0,0.61,0,0,0,0.19668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-01,1997,"Q4","1997/98","Q2","October",66.41468,66.31,66.31,8.24,3.51,0.85,0,2.69,0.46,0.32,0.41,49.38,20.75,12.3,5.75,3.5,-0.8,26.77,1.32,17.16,8.29,0.02,0.02,0,1.84,1.84,0,0,0,8.2,6.7,0,1.5,0,,0,0.49,0,0,0,0.10468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-01,1997,"Q4","1997/98","Q2","November",60.2823,60.06,60.06,7.57,3.3,1.03,0,2.32,0.29,0.28,0.35,44.4,18.75,11.3,5.88,2.57,-1,23.98,1.47,14.67,7.84,0.02,0.02,0,1.65,1.65,0,0,0,7.61,6.61,0,1,0,,0,0.48,0,0,0,0.2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-01,1997,"Q4","1997/98","Q2","December",72.51012,72.36,72.36,17.07,4.42,7.98,0,3.23,0.8,0.22,0.42,46.8,19.14,12.78,4.63,2.73,-1,26.03,1.37,17.08,7.58,0.02,0.02,0,1.61,1.61,0,0,0,8.03,6.62,0,1.41,0,,0,0.46,0,0,0,0.15012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-01-01,1998,"Q1","1997/98","Q3","January",61.69135,61.5,61.5,7.3,3.5,0.75,0,2.1,0.34,0.33,0.28,46.88,18.42,10.94,6.4,2.28,-1.2,26.86,1.36,15.48,10.02,0.03,0.03,0,1.57,1.57,0,0,0,6.82,5.44,0,1.38,0,,0,0.5,0,0,0,0.19135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-02-01,1998,"Q1","1997/98","Q3","February",63.51048,63.23,63.23,9.14,4.34,1.27,0,2.5,0.29,0.41,0.33,45.55,19.32,12.07,5.02,3.43,-1.2,24.65,1.3,15.88,7.47,0.02,0.02,0,1.56,1.56,0,0,0,8.08,6.5,0,1.58,0,,0,0.46,0,0,0,0.28048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-01,1998,"Q1","1997/98","Q3","March",69.92775,69.74,69.74,10.87,4.59,1.7,0,2.86,0.57,0.67,0.48,49.84,22.96,13.38,5.55,5.23,-1.2,25.08,1.46,15.18,8.44,0.02,0.02,0,1.78,1.78,0,0,0,8.45,6.77,0,1.68,0,,0,0.58,0,0,0,0.18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-04-01,1998,"Q2","1997/98","Q4","April",64.01775,63.83,63.83,9.51,4.6,0.72,0,3.26,0.27,0.27,0.39,45.66,19.88,11.61,4.28,5.19,-1.2,24.2,1.58,14.14,8.48,0.04,0.04,0,1.54,1.54,0,0,0,8.09,6.66,0,1.43,0,,0,0.57,0,0,0,0.18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-05-01,1998,"Q2","1997/98","Q4","May",67.21775,67.03,67.03,10.52,4.71,1.47,0,3.07,0.33,0.52,0.42,48.33,21.14,11.34,6.19,4.81,-1.2,25.5,1.53,15.99,7.98,0,0,0,1.69,1.69,0,0,0,7.62,6.19,0,1.43,0,,0,0.56,0,0,0,0.18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-01,1998,"Q2","1997/98","Q4","June",85.91775,85.73,85.73,19.66,5.31,9.6,0,2.74,0.8,0.58,0.63,57.18,29.98,13.02,4.87,13.29,-1.2,25.53,1.94,14.92,8.67,0.02,0.02,0,1.65,1.65,0,0,0,8.3,6.68,0,1.62,0,,0,0.59,0,0,0,0.18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-01,1998,"Q3","1998/99","Q1","July",78.829420734,75.955736734,75.955736734,12.630638232,4.705111589,2.924387852,0,3.474338748,0.33473568,0.661721556,0.530342807,53.237506392,24.423638658,15.653596246,5.378375332,6.15166708,-2.76,26.666860111,2.411466221,16.697075897,7.558317993,0.016919685,0,0.016919685,2.130087938,1.663407082,0.171356772,0.295324084,0,9.8852329,8.099970801,0,1.785262099,0,,0,0.20235921,0,0,0,2.873684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01,1998,"Q3","1998/99","Q1","August",74.190844592,74.125858592,74.125858592,11.496055347,5.589897089,1.944743437,0,3.004384543,0.271161421,0.244431461,0.441437396,52.959811921,24.671978664,16.450525032,5.520133136,4.361320496,-1.66,26.338889274,2.771091936,14.842911589,8.724885749,0.018048225,0,0.018048225,1.930895758,1.510793947,0.173385142,0.246716669,0,9.490419964,7.593363051,0,1.897056913,0,,0,0.17957136,0,0,0,0.0649859999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-01,1998,"Q3","1998/99","Q1","September",72.704052808,72.477851808,72.477851808,11.873953297,6.061192102,1.778389203,0,2.56084354,0.516840976,0.479686944,0.477000532,51.058798278,21.650007846,14.981321189,4.976637657,3.352049,-1.66,27.460623811,2.222303086,16.35842018,8.879900545,0.019703771,0,0.019703771,1.92846285,1.483012889,0.169188637,0.276261324,0,9.235153476,7.396945646,0,1.83820783,0,,0,0.309946757,0,0,0,0.226201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-01,1998,"Q4","1998/99","Q2","October",72.635932439,72.611887439,72.611887439,10.942101774,5.090852922,1.378784061,0,2.985738282,0.309676886,0.608970304,0.568079319,52.47269704,23.880169193,15.64308441,5.214289499,4.682795284,-1.66,26.675309519,2.131280283,16.051619693,8.492409543,0.0139701,0,0.0139701,1.903248228,1.445533206,0.159391107,0.298323915,0,8.969974693,7.062701097,0,1.907273596,0,,0,0.227113932,0,0,0,0.024045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-01,1998,"Q4","1998/99","Q2","November",69.829679058,69.726047058,69.726047058,11.374531987,5.481987532,2.019498674,0,2.627559566,0.303710147,0.507039584,0.434736484,49.79350358,22.424417548,13.676292502,5.799790186,4.60833486,-1.66,25.461723604,1.971821538,15.798976101,7.690925965,0.009378825,0,0.009378825,1.897983603,1.40494527,0.162665789,0.330372544,0,8.376014663,6.706452951,0,1.669561712,0,,0,0.181996828,0,0,0,0.103632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-01,1998,"Q4","1998/99","Q2","December",90.394649673,90.315479673,90.315479673,23.402094113,6.493910473,11.038323012,0,4.580170754,0.601256245,0.288883435,0.399550194,55.75575709,24.740360604,16.004235037,6.0105753,4.385550267,-1.66,28.692886222,2.062197779,17.489971173,9.14071727,0.01669632,0,0.01669632,2.305813944,1.601398111,0.162408851,0.542006982,0,10.96696937,9.077806159,0,1.889163211,0,,0,0.1906591,0,0,0,0.0791700000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-01,1999,"Q1","1998/99","Q3","January",81.308840825,81.111114825,81.111114825,12.046815383,5.005274946,2.428382525,0,3.638851349,0.418797498,0.255649614,0.299859451,59.02279413,28.435693861,17.103703573,8.893366919,4.098623369,-1.66,28.668972265,1.584551376,15.091324047,11.993096842,0.02104212,0,0.02104212,1.897085884,1.221136104,0.137340268,0.538609512,0,9.933937332,8.294916855,0,1.639020477,0,,0,0.10756798,0,0,0,0.197726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-01,1999,"Q1","1998/99","Q3","February",74.734492119,74.688006119,74.688006119,12.445980443,5.78407201,1.769247458,0,3.828906728,0.293977788,0.385786734,0.383989725,51.703145344,24.31413225,14.361500743,7.471876895,5.840754612,-3.36,25.544091696,1.740368158,15.452629977,8.351093561,0.01800726,0,0.01800726,1.826914138,1.318796276,0.1495621,0.358555762,0,10.352000832,8.548375648,0,1.803625184,0,,0,0.1868795,0,0,0,0.046486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-01,1999,"Q1","1998/99","Q3","March",82.546050075,82.181594075,82.181594075,13.106285716,5.947215552,2.289129079,0,3.425761714,0.513844647,0.512761311,0.417573413,58.405735409,26.984426744,14.530391225,8.2598316,5.854203919,-1.66,29.373716055,1.8753391,17.577466917,9.920910038,0.015296445,0,0.015296445,2.032296165,1.49771631,0.16814365,0.366436205,0,10.45087995,8.688664549,0,1.762215401,0,,0,0.218693,0,0,0,0.364456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,1999,"Q2","1998/99","Q4","April",81.461309582,77.544326512,77.544326512,13.50246694,5.799374959,2.021415483,0,4.6628155,0.282761368,0.27266245,0.46343718,53.800998619,24.7696172,13.496822588,7.095203411,5.837591201,-1.66,27.169222289,2.14687241,16.737801822,8.284548057,0.020467791,0,0.020467791,1.841691339,1.329452791,0.154489781,0.357748767,0,10.117918403,8.499834466,0,1.618083937,0,,0,0.12294255,0,0,0,3.91698307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-01,1999,"Q2","1998/99","Q4","May",73.399817945,71.160031945,71.160031945,13.087738942,6.068528917,1.442715226,0,4.45807847,0.383336511,0.263436512,0.471643306,47.938813182,22.528363764,14.350848057,4.631466868,5.206048839,-1.66,23.407644856,1.90960235,14.540756166,6.95728634,0.01994121,0,0.01994121,1.982863352,1.441789437,0.177762385,0.36331153,0,9.941777941,8.205450308,0,1.736327633,0,,0,0.19170188,0,0,0,2.239786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,1999,"Q2","1998/99","Q4","June",98.623388938,93.660215938,93.660215938,24.170692354,5.623735376,13.270256733,0,3.472414722,0.592412215,0.694577133,0.517296175,59.33170544,29.717204845,14.992466624,5.512656571,10.87208165,-1.66,27.393512446,2.179322126,16.569227987,8.644962333,0.018235748,0,0.018235748,2.202752401,1.499246957,0.165739173,0.537766271,0,9.998480644,8.310364549,0,1.688116095,0,,0,0.1593375,0,0,0,4.963173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-01,1999,"Q3","1999/00","Q1","July",79.730109994,79.421200994,79.421200994,9.852350188,6.269551375,0.826133169,0,1.497245657,0.356648328,0.319623771,0.583147888,55.57907671,25.844765644,14.763323862,5.250401687,8.331040095,-2.5,27.528847248,1.783891091,17,8.744956157,0.01023192,0,0.01023192,2.195231898,1.560386794,0.183918482,0.450926622,0,13.834990678,10.23289004,1.870464969,1.731635669,0,,0,0.154783418,0,0,0,0.308909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-01,1999,"Q3","1999/00","Q1","August",74.409229,71.610331,71.610331,8.911547,6.250009,1.050365,0,0.769674,0.260645,0.219461,0.361393,50.77405,22.983298,14.896459,5.746864,4.839975,-2.5,25.694559,1.824326,16,7.870233,0.017292,0,0.017292,2.078901,1.550557,0.179651,0.348693,0,11.791191,8.225408,1.803564,1.762219,0,,0,0.133543,0,0,0,2.798898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-01,1999,"Q3","1999/00","Q1","September",77.1056468,76.9911758,76.9911758,9.933622,6.564256,1.288093,0,0.778497,0.360457,0.569474,0.372845,55.2021678,25.544356,14.606393,6.107436,7.330527,-2.5,27.507249,1.849181,16.4,9.258068,0.0178008,0,0.0178008,2.132762,1.574766,0.176115,0.381881,0,11.673726,8.059117,1.83964,1.774969,0,,0,0.18166,0,0,0,0.114471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01,1999,"Q4","1999/00","Q2","October",74.213271818,73.747402818,73.747402818,11.168212,6.547147,2.463926,0,1.190673,0.283456,0.275356,0.407654,51.451256034,23.83468,13.589674,5.398502,7.346504,-2.5,25.646969,1.754,15.5,8.392969,0.018324034,0,0.018324034,1.951283,1.481327,0.155007,0.314949,0,11.009419784,7.428322784,1.840402,1.740695,0,,0,0.118515,0,0,0,0.465869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-01,1999,"Q4","1999/00","Q2","November",76.654358225,76.224998225,76.224998225,9.101596,6.186384,1.03777,0,1.022985,0.27051,0.159339,0.424608,54.435056225,25.937761973,15.730671,6.284513973,6.422577,-2.5,26.425120252,1.94095,16.5,7.984170252,0.024587,0,0.024587,2.047587,1.588146,0.170654,0.288787,0,12.543843,8.547296,2.05014,1.946407,0,,0,0.144503,0,0,0,0.42936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-01,1999,"Q4","1999/00","Q2","December",101.003183617,100.797871617,100.797871617,27.771318711,7.421005,15.575724,0,2.697546711,0.802976,0.734441,0.539626,59.495061384,26.79065869,15.649603,7.31463269,6.326423,-2.5,30.591999694,2.461462,17.8,10.330537694,0.032926,0,0.032926,2.079477,1.643742,0.164895,0.27084,0,13.160895,9.115383,2.113437,1.932075,0,,0,0.370596522,0,0,0,0.205312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01,2000,"Q1","1999/00","Q3","January",77.203289997,76.675525997,76.675525997,9.549380794,6.664108523,0.83892746,0,0.922992414,0.227183,0.544576897,0.3515925,55.962479827,23.982943284,12.84718,7.121009204,6.51475408,-2.5,30.060296426,1.844579957,15.5,12.715716469,0.030342,0,0.030342,1.888898117,1.381990487,0.145096,0.36181163,0,11.041883376,7.511519159,1.778081217,1.752283,0,,0,0.121782,0,0,0,0.527764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,2000,"Q1","1999/00","Q3","February",75.714817197,74.197330197,74.197330197,10.061469246,7.284967389,0.585314821,0,1.225261006,0.311360462,0.335851761,0.318713807,51.419745656,23.957299526,14.820288,6.734143406,4.90286812,-2.5,25.268415,2.121835,15.7,7.44658,0.016713225,0,0.016713225,2.177317905,1.55358,0.166479905,0.457258,0,12.611225,8.82065,1.949371,1.841204,0,,0,0.104890295,0,0,0,1.517487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,2000,"Q1","1999/00","Q3","March",85.844154,85.485855,85.485855,11.714508,7.622619,0.628233,0,1.443572,0.424931,0.187215,1.407938,60.084003,29.1346,16.332946,8.590277,6.711377,-2.5,28.707873,2.129457,17.6,8.978416,0.018223,0,0.018223,2.223307,1.537322,0.17905,0.506935,0,13.535699,9.326643,2.114566,2.09449,0,,0,0.151645,0,0,0,0.358299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-01,2000,"Q2","1999/00","Q4","April",98.853759884,77.577761884,77.577761884,10.972016442,6.28496492,2.04193424,0,1.562969193,0.460029373,0.194406415,0.427712301,54.164883124,25.064199919,13.715108325,5.968237292,7.880854302,-2.5,27.267592007,1.653648625,15.8,9.813943382,0.014200023,0,0.014200023,1.818891175,1.26009476,0.1311765,0.427619915,0,12.324897698,8.587337588,1.84188611,1.895674,0,,0,0.11596462,0,0,0,21.275998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01,2000,"Q2","1999/00","Q4","May",87.576614567,87.048633567,87.048633567,14.434865425,8.491712238,1.260190434,0,3.527536528,0.326779986,0.320113279,0.50853296,58.357237128,28.427222322,16.825539859,6.258361858,7.843320605,-2.5,27.918623398,2.302103565,17.2,8.416519833,0.022149973,0,0.022149973,1.989241435,1.396004458,0.1305595,0.462677477,0,14.125517948,9.67335305,2.193047009,2.259117889,0,,0,0.131013066,0,0,0,0.527981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,2000,"Q2","1999/00","Q4","June",101.950010559,98.226818559,98.226818559,25.084833199,7.884112726,13.294816651,0,2.12733709,0.874185034,0.347552011,0.556829687,59.485550361,31.624931346,15.090452624,5.385290049,13.649188673,-2.5,25.95867715,1.93836516,16.2,7.82031199,0.015543848,0,0.015543848,1.886398017,1.362383507,0.13607333,0.38794118,0,13.465887429,9.563324062,1.954221236,1.948342131,0,,0,0.19054757,0,0,0,3.723192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-01,2000,"Q3","2000/01","Q1","July",84.936583,84.077604,84.077604,13.320143,8.2965,1.72144,0,1.901616,0.312173,0.272476,0.815938,55.972605,28.077103,15.429768,6.425776,8.721559,-2.5,25.844473,1.857459,15.766164,8.22085,0.016481,0,0.016481,2.034548,1.519064,0.178758,0.336726,0,14.662779,10.814056,2.020694,1.828029,0,,0,0.122077,0,0,0,0.858979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,2000,"Q3","2000/01","Q1","August",91.997138,87.306681,87.306681,13.748258,9.175389,1.215369,0,2.228451,0.369293,0.353864,0.405892,57.164958,27.968824,16.134419,6.224622,8.109783,-2.5,27.009224,2.115081,16.758954,8.135189,0.017107,0,0.017107,2.169803,1.631024,0.194728,0.344051,0,16.228895,12.336535,2.189226,1.703134,0,,0,0.16457,0,0,0,4.690457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,2000,"Q3","2000/01","Q1","September",81.452781591,80.648285591,80.648285591,11.006207,7.807197,0.939965,0,1.172637,0.432763,0.252534,0.401111,55.253353091,26.953568591,15.981921,6.41154209,7.060105501,-2.5,26.2755295,1.981306,16.7086065,7.585617,0.016927,0,0.016927,2.007328,1.488147,0.176155,0.343026,0,14.2458525,10.6490515,1.928374,1.668427,0,,0,0.142873,0,0,0,0.804496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-01,2000,"Q4","2000/01","Q2","October",88.627886,88.02493,88.02493,13.422934,8.359199,1.292074,0,2.428867,0.355352,0.338538,0.648904,58.450472,30.688785,17.616647,7.394984,8.177154,-2.5,25.578329,1.92644,15.081609,8.57028,0.015481,0,0.015481,2.167877,1.652526,0.166325,0.349026,0,15.976016,12.063511,2.173742,1.738763,0,,0,0.175508,0,0,0,0.602956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-01,2000,"Q4","2000/01","Q2","November",87.979413,87.745858,87.745858,12.029157,7.775258,1.747521,0,1.564877,0.256118,0.099039,0.586344,59.075547,29.139712,17.906182,5.86988,7.86365,-2.5,27.506071,2.414359,17.312115,7.779597,0.003956,0,0.003956,2.425808,1.808763,0.212071,0.404974,0,16.474213,12.709733,2.193606,1.570874,0,,0,0.166941,0,0,0,0.233555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,2000,"Q4","2000/01","Q2","December",93.60732036,93.3739643,93.3739643,25.397412,7.409357,13.983635,0,2.715408,0.564933,0.254196,0.469883,52.8109533,24.9598683,15.525714,6.0331243,5.90103,-2.5,25.707437,2.617163,14.357622,8.732652,0.017558,0,0.017558,2.12609,1.574602,0.157015,0.394473,0,14.920393,11.232698,1.96354,1.724155,0,,0,0.245206,0,0,0,0.23335606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-01,2001,"Q1","2000/01","Q3","January",97.484968,97.393055,97.393055,14.584669,9.660188,1.775838,0,1.74801,0.369845,0.630109,0.400679,67.50482,34.174741,17.006351,9.889327,9.779063,-2.5,31.078866,2.397772,17.550227,11.130867,0.012675,0,0.012675,2.238538,1.624253,0.173219,0.441066,0,14.970864,11.881902,1.880814,1.208148,0,,0,0.332702,0,0,0,0.091913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-01,2001,"Q1","2000/01","Q3","February",81.184712,80.963508,80.963508,12.088633,8.006991,1.171382,0,1.687261,0.325417,0.442102,0.45548,54.375406,26.492105,15.469886,8.168705,5.353514,-2.5,25.890465,1.928448,16.691371,7.270646,0.01921,0,0.01921,1.973626,1.328712,0.146122,0.498792,0,14.374771,11.249821,1.853365,1.271585,0,,0,0.124698,0,0,0,0.221204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01,2001,"Q1","2000/01","Q3","March",82.987423,82.959882,82.959882,15.28348,8.740245,2.428007,0,3.388591,0.217379,0.23583,0.273428,53.662757,25.116165,15.962211,7.120671,5.783283,-3.75,26.435711,1.680822,17.033205,7.721684,0.018566,0,0.018566,2.092315,1.480327,0.142559,0.469429,0,13.865153,11.001354,1.760487,1.103312,0,,0,0.148492,0,0,0,0.027541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-01,2001,"Q2","2000/01","Q4","April",85.514526,85.345055,85.345055,15.504421,8.600553,3.313465,0,2.178772,0.567638,0.373282,0.470711,55.686468,26.539259,16.170189,7.326553,6.792517,-3.75,27.005682,1.688072,16.068311,9.249299,0.012952,0,0.012952,2.128575,1.458407,0.150274,0.519894,0,13.953478,10.992435,1.87902,1.082023,0,,0,0.200688,0,0,0,0.169471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-01,2001,"Q2","2000/01","Q4","May",97.79347,97.659004,97.659004,16.183396,9.281712,2.681065,0,2.999433,0.404168,0.35309,0.463928,63.493136,31.114097,19.700602,7.955358,7.208137,-3.75,30.019336,2.048067,19.278682,8.692587,0.017942,0,0.017942,2.341761,1.620228,0.174458,0.547075,0,17.84893,13.919342,2.459708,1.46988,0,,0,0.133542,0,0,0,0.134466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-01,2001,"Q2","2000/01","Q4","June",109.905165,109.657766,109.657766,37.359635,10.437447,22.002501,0,3.567829,0.358437,0.421144,0.572277,56.775043,27.974461,16.543111,7.036479,8.144871,-3.75,26.516907,1.641308,16.691596,8.184003,0.020228,0,0.020228,2.263447,1.62595,0.160416,0.477081,0,15.37965,12.164325,2.056041,1.159284,0,,0,0.143438,0,0,0,0.247399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-01,2001,"Q3","2001/02","Q1","July",96.414235551,95.383809551,95.383809551,16.951986655,10.133771767,2.486985662,0,2.558057769,0.647603438,0.506196021,0.619371998,64.04366479,33.17396158,16.650093057,8.221109436,11.352759087,-3.05,28.08106373,1.881317891,18.25738,7.942365839,0.017064037,0,0.017064037,2.771575443,2.070312885,0.24918924,0.452073318,0,14.180950881,10.83810671,2.06983234,1.273011831,0,,0,0.207207225,0,0,0,1.030426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-01,2001,"Q3","2001/02","Q1","August",93.801951805,92.497366805,92.497366805,16.151362683,10.13387117,1.511903808,0,3.237204281,0.35605081,0.476845135,0.435487479,59.637112343,29.711986991,18.272614573,7.934991984,6.55438043400001,-3.05,26.993847933,1.804237717,17.403792411,7.785817805,0.019251726,0,0.019251726,2.912025693,2.150469382,0.25747641,0.504079901,0,16.524273765,12.765546362,2.287676616,1.471050787,0,,0,0.184618014,0,0,0,1.304585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-01,2001,"Q3","2001/02","Q1","September",100.143523893,90.693161893,90.693161893,16.180307911,10.393726978,1.787053012,0,2.860375833,0.35300427,0.338654682,0.447493136,61.017617533,29.514262684,15.848472128,10.008777015,6.707013541,-3.05,29.021536952,1.758721258,17.124118,10.138697694,0.015587015,0,0.015587015,2.466230882,1.815431187,0.211240811,0.439558884,0,13.337459793,9.646786762,1.851595242,1.839077789,0,,0,0.157776656,0,0,0,9.450362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-01,2001,"Q4","2001/02","Q2","October",112.836612106,96.446521106,96.446521106,18.215273111,11.072768379,2.099692395,0,3.544177809,0.445636723,0.484303307,0.568694498,62.691112578,31.064701832,18.34853531,8.229678878,7.536487644,-3.05,28.803363881,2.089013258,17.58749752,9.126853103,0.014735478,0,0.014735478,2.808311387,2.102982151,0.218663,0.486666236,0,15.343139007,10.508497334,2.215463084,2.619178589,0,,0,0.19699641,0,0,0,16.390091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01,2001,"Q4","2001/02","Q2","November",100.720079797,98.488662797,98.488662797,15.710998741,10.504538973,2.445659354,0,1.563478401,0.268122896,0.39488148,0.534317637,68.609397158,35.666695828,21.413496616,8.482762472,11.003533283,-5.233096543,30.253102567,2.097156107,18.150019848,10.005926612,0.017270662,0,0.017270662,2.672328101,2.022885576,0.2204285,0.429014025,0,14.016962447,9.785984854,2.325762716,1.905214877,0,,0,0.151304451,0,0,0,2.231417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
