"Date","Year","Quarter","FY","QFY","Month","DCS_NFA","DCS_NFA_CBK","DCS_NFA_CBK_OFA","DCS_NFA_ODC","DCS_NDA","DCS_DCL","DCS_DCL_NCCG","DCS_DCL_CCG","DCS_DCL_LCG","DCS_DCL_COS","DCS_DCL_COS_OFC","DCS_DCL_COS_SLG","DCS_DCL_COS_PNFC","DCS_DCL_COS_PRV","DCS_DCL_COS_PRV_LN","DCS_OIN","DCS_OIN_SOE","DCS_OIN_COA","DCS_OIN_OIN","DCS_M3","DCS_M3_FXD","DCS_M2","DCS_M2_OLCD","DCS_M1","DCS_M1_TLCD","DCS_M1_CODC"
2022-12-01,2022,"Q4","2022/23","Q2","December",13241.8440894701,11526.4467729956,13239.55800365,1715.39731647447,22612.6176354279,37386.4961223668,14705.7674603835,20056.1269200364,5350.35945965283,22680.7286619833,748.398063331264,0.902069,76.13482973046,21855.2936999216,21803.2987908339,-14773.878486939,13187.3996306702,-15.5245442834522,-1570.95431198528,35854.4617254684,9552.1221708569,26302.3395546115,10552.7676019629,15749.5719526486,9383.51384722253,6366.05810542605
2023-01-01,2023,"Q1","2022/23","Q3","January",13973.3036247358,12203.6500861514,13541.4991953,1769.6535385844,21313.5215333258,36801.2932379017,14193.4629887433,19886.4911387315,5693.02814998822,22607.8302491584,686.726104678035,0.907546,76.1488752483385,21844.047723232,21793.9262275985,-15487.7717045759,13242.6763010833,-132.474097467544,-2112.62130602508,35286.8251586301,9471.33946538345,25815.4856932467,10675.2874979247,15140.198195322,8962.61659745692,6177.58159786504
2023-02-01,2023,"Q1","2022/23","Q3","February",13794.158358359,12284.3206251901,13546.3137084669,1509.83773316891,21797.7713186455,36638.4012126606,14025.2833700973,18890.2571442285,4864.9737741312,22613.1178425632,741.928336923264,0.779411,78.8676061024598,21791.5424885375,21755.9449163177,-14840.6298940151,13458.2914114525,-102.687299254944,-1279.65118330761,35591.9296764522,9457.02207279455,26134.9076036577,10875.6650133329,15259.2425903247,9267.61998242008,5991.62260790466
2023-03-01,2023,"Q1","2022/23","Q3","March",13709.5747983682,12425.7879434259,13709.9265430272,1283.7868549423,22466.8979990644,37718.1436987744,14598.1595965507,19169.6060548757,4571.44645832505,23119.9841022237,861.994281335997,0.278178,80.3519238740074,22177.3597190137,22100.0804835976,-15251.2456997099,13801.9526818038,-175.17140605053,-1274.12161185558,36176.4727969882,9647.28636500247,26529.1864319857,11096.642670314,15432.5437616717,9451.91311675811,5980.63064491361
2023-04-01,2023,"Q2","2022/23","Q4","April",13539.435054953,11950.4957423747,13396.263059916,1588.93931257829,22845.7063458096,38450.8750527703,15113.6418352547,20216.3263316265,5102.68449637179,23337.2332175156,1020.45755255726,0.277885,75.5695222773329,22240.928257681,22173.8022594396,-15605.1687069607,13891.9835461529,-165.408179640038,-1547.77698116777,36385.1413993407,9654.03651193111,26731.1048874096,11429.6123848549,15301.4925025547,9443.02051850232,5858.47198405234
2023-05-01,2023,"Q2","2022/23","Q4","May",13766.227308026,12023.9144621116,13466.2732863247,1742.31284591439,23059.8766689001,38768.0401250053,15534.9337976836,21012.4944397925,5477.5606421089,23233.1063273217,859.327041805368,0.282915,75.1707381247062,22298.3256323916,22236.9433156536,-15708.1634561052,14235.3972854054,-6.25846204127345,-1466.50770865857,36826.1039757637,9816.01559717634,27010.0883785874,11606.7661849125,15403.3221936749,9478.25440502991,5925.06778864499
2023-06-01,2023,"Q2","2022/23","Q4","June",15742.3474878841,13916.0292337595,14943.2437783497,1826.31825412459,22508.3884821975,39015.0754041243,15881.1088688847,22426.3650746087,6545.25620572398,23133.9665352396,825.813328656222,0.260221,85.0239196057233,22222.8690659776,22174.0104530325,-16506.6869219268,13925.3475285516,-148.291134562368,-2433.04825881286,38250.7359689375,9689.34109105969,28561.3948778778,11959.0590651729,16602.3358127049,10338.037031234,6264.29878147087
2023-07-01,2023,"Q3","2023/24","Q1","July",15515.8985227499,13952.6590692926,14299.4496491811,1563.23945345734,22258.7319063965,38598.6559850407,15238.6162829831,20123.3009467277,4884.68466374463,23360.0397020576,927.140350854923,0.264796,87.23220917699,22345.4023460257,22299.0774247661,-16339.9240786442,14034.9209638629,-183.209131043129,-2121.7939837382,37774.6304617945,9614.03867050716,28160.5917912874,12114.7589666584,16045.832824629,9715.3446565857,6330.48816804332
2023-08-01,2023,"Q3","2023/24","Q1","August",15913.5800810173,14497.3151229424,14778.6875429615,1416.26495807492,22246.4235267615,38662.8886206484,15154.9487203896,20689.2904899578,5534.34176956823,23507.9399002588,780.269653635728,0.255775,95.1733334825526,22632.2411381405,22587.3988654634,-16416.4650938869,14357.0632021971,-173.81390228212,-1885.58798940771,38160.0036061226,9674.75270977527,28485.2508963474,12481.1277890919,16004.1231072555,9555.39340614884,6448.72970110668
2023-09-01,2023,"Q3","2023/24","Q1","September",15708.0253788188,14304.6333950298,14611.4500603767,1403.39198378897,22395.8719594844,39010.4935375491,14918.6029142753,20635.4860241488,5716.88310987351,24091.8906232738,919.676772393908,0.246325,96.8240338146462,23075.1434920653,23020.4998061161,-16614.6215780647,14672.6942487049,-107.0312303956,-1834.89609896419,38103.897337296,9735.05736711453,28368.8399701815,12317.5427968924,16051.2971732891,9776.25009601618,6275.04707727295
2023-10-01,2023,"Q4","2023/24","Q2","October",15457.8368293796,14174.852277481,14773.5443045288,1282.98455189858,23361.7236447173,40138.517191676,16077.2585909668,20970.1013427887,4892.8427518219,24061.2586007092,950.925704196635,0.237215,96.3952794866016,23013.700402026,22945.6463175761,-16776.7935469588,15086.540446214,-22.5462512122437,-1667.70684953247,38819.560473584,10091.5145986384,28728.0458749455,12473.613634124,16254.4322408216,9836.9642546815,6417.46798614008
2023-11-01,2023,"Q4","2023/24","Q2","November",14808.0800189158,13851.4569980723,14535.5999228216,956.623020843483,24617.6318156495,41434.2649577845,17043.157635914,22588.7312326392,5545.57359672521,24391.1073218705,925.180200296454,0.241061,94.9491262799332,23370.7369342941,23292.523857291,-16816.633142135,15556.4171631274,-90.2191262265468,-1169.996852781,39425.7118340167,10097.9699364836,29327.741897533,12555.0443524235,16772.6975451095,10031.2638491052,6741.4336960043
2023-12-01,2023,"Q4","2023/24","Q2","December",14648.823031044,13559.9362301108,14122.4350424674,1088.88680093319,25096.8367772197,42320.7730750158,17141.8162274268,22721.5441749434,5579.72794751668,25178.956847589,1092.85588604449,0.218144,95.67629113408,23990.2065264104,23922.4531818433,-17223.9362977961,15887.6048777178,-12.4003419504911,-1323.93107812775,39745.6598057662,10067.0733262783,29678.5864794879,12468.8192065514,17209.7672729365,10167.4918581271,7042.27541480943
2024-01-01,2024,"Q1","2023/24","Q3","January",14197.6802896053,13077.4838254252,13668.7492181643,1120.19646418007,24596.5884542495,42181.0415992883,17415.4142749802,23369.1735919516,5953.75931697144,24765.6273243081,825.34632302303,0.221926,92.34067224495,23847.7184030401,23781.2907830217,-17584.4531450388,16139.3521178877,2.36943153488149,-1447.47045868597,38794.2687432518,9838.43756133887,28955.831181913,12493.9156489383,16461.9155329747,9786.68263449449,6675.23289848017
2024-02-01,2024,"Q1","2023/24","Q3","February",14628.3795513014,13020.8044961187,13736.2876506203,1607.57505518268,24774.7799537519,42524.0899705726,17401.8392188973,22947.4565127939,5545.61729389653,25122.2507516752,931.400105559458,0.211422,91.71204705555,24098.9271770602,23972.568317077,-17749.3100168206,16347.2272760733,135.338953513403,-1537.42169426079,39403.1595036405,10015.9837552811,29387.1757483594,12423.1817954045,16963.9939529549,10305.6819822254,6658.31197072946
2024-03-01,2024,"Q1","2023/24","Q3","March",14629.0386662023,13083.3103658365,13551.2901513684,1545.72830036587,24734.9518509028,42683.5415190901,17256.704118859,22700.4583863851,5443.75426752611,25426.8374002311,1171.93634307326,0.187943,91.36594265535,24163.3471715025,24039.9557704069,-17948.5896681873,16511.7758614455,-192.792026902968,-1244.02177983879,39363.990516033,10038.0866461484,29325.9038698845,12362.0645737799,16963.8392961047,10406.6525300984,6557.18676600632
2024-04-01,2024,"Q2","2023/24","Q4","April",14898.5959943852,13017.583427691,13222.291176992,1881.0125666942,24181.1000211039,42208.6558859783,17474.1090676678,22726.4057788676,5252.2967111998,24734.5468183106,711.209725422685,0.177648,90.41273831162,23932.7467065763,23843.431508229,-18027.5558648744,16559.4716108057,-206.043084208987,-1262.04116985969,39079.6960131088,10132.2435958149,28947.4524172939,12659.936903496,16287.5155137979,9813.64594238987,6473.86957140807
2024-05-01,2024,"Q2","2023/24","Q4","May",14538.7497746648,12359.3603466305,12423.8675492574,2179.38942803433,26135.7278960647,44051.9849272985,19214.1599984042,25281.3441189789,6067.18412057468,24837.8249288943,730.02860639234,0.180721,89.666690311836,24017.9489111901,23933.4960039651,-17916.2570312339,16688.0293391739,-278.519252599883,-949.708439460093,40674.4776702592,10341.6119647565,30332.8657055027,12803.9473736708,17528.9183318319,10726.8152193157,6802.10311251622
2024-06-01,2024,"Q2","2023/24","Q4","June",14375.2899490078,12105.382652357,11987.1427329059,2269.90729665073,27196.3962864752,45489.1645209764,20127.3405474634,25571.0373542589,5443.69680679554,25361.823973513,953.74468074459,0.170071,39.2777168938943,24368.6315048745,24296.6200499872,-18292.7682345012,16659.993691122,-148.463970009567,-1484.31057336963,41571.6862374307,10361.571928579,31210.1143088518,13354.0910605999,17856.0232482519,10697.041953338,7158.98129491391
2024-07-01,2024,"Q3","2024/25","Q1","July",13136.7673774944,11229.9708018205,12371.6988170533,1906.79657567384,29319.951943016,47450.0515181917,21837.0962963692,26735.6544680323,4898.55817166312,25612.9552218225,887.038832920416,0.159595,96.896849822267,24628.8599440798,24561.1825883003,-18130.0995751757,16972.3345724294,2.43582231717228,-1160.20082506347,42456.7193175027,10658.2463178385,31798.4729996642,14154.7592012355,17643.7137984287,10485.8564796268,7157.85731880194
2024-08-01,2024,"Q3","2024/25","Q1","August",13641.2653979999,11512.5292413465,12626.6764960454,2128.73615665344,29224.8199633842,48350.1056044465,22598.7079861194,28020.5495272483,5421.84154112898,25751.3976183271,993.437678284419,0.132425,91.5943029510862,24666.2332120916,24609.3163999606,-19125.2856410623,17238.8817905212,-134.683638596814,-1751.72021194427,42866.0853585636,10909.7395384265,31956.3458201371,14186.3231862755,17770.0226338616,10653.9835278904,7116.03910597124
2024-09-01,2024,"Q3","2024/25","Q1","September",12540.2501632262,10762.2559493313,12006.5622889832,1777.99421389489,29936.2596107021,48003.5747626304,22168.5812099764,27293.3438123927,5124.76260241632,25834.993552654,930.942830970475,0.134574,89.76223339633,24814.1539142872,24761.0880289455,-18067.3151519283,17237.095863324,-231.000064134434,-599.219224469853,42476.5097727766,10559.5685288838,31916.9412438928,14026.2061682657,17890.7350756271,11003.6076199254,6887.12745570167
2024-10-01,2024,"Q4","2024/25","Q2","October",13019.3758056166,11189.0418499291,12384.2110636339,1830.33395568747,29229.798557113,47310.5512671054,21348.9186641414,27785.4606543942,6436.54199025275,25961.632602964,998.930143160421,0.107947659,81.54744143344,24881.0470707112,24832.0295208039,-18080.7527099924,17343.4483657209,-124.336777865596,-612.967566405931,42249.174361012,10476.2857418084,31772.8886192036,13900.5609442195,17872.3276749841,10835.0826985838,7037.24497640029
2024-11-01,2024,"Q4","2024/25","Q2","November",12781.9745395217,11471.7530296153,12551.0488839903,1310.22150990639,29749.207474699,48632.3020220917,22135.6041516396,27538.1442828871,5402.54013124754,26496.6978704521,961.693317444908,0.109709803,84.41589883906,25450.4789443651,25404.1983614224,-18883.0945473927,17604.003168671,81.507321959964,-1360.59870068169,42531.18201474,10371.8234383858,32159.3585763542,14192.2512857002,17967.107290654,10492.3217148719,7474.78557578216
2024-12-01,2024,"Q4","2024/25","Q2","December",13323.6024251094,11552.620645813,12158.0511318481,1770.98177929642,29004.0439857834,48132.4595798168,21590.9973962313,27554.7234774884,5963.72608125705,26541.4621835855,869.492775435864,0,76.0129352024329,25595.9564729472,25545.571652418,-19128.4155940333,17946.345664028,-241.997849429738,-940.072080575575,42327.646413527,10568.4530685987,31759.1933449284,13521.9873774007,18237.2059675276,10481.9999360553,7755.20603147237
2025-01-01,2025,"Q1","2024/25","Q3","January",12939.0342996289,11327.977888736,12439.7875837157,1611.0564108929,29051.5527268768,48630.3244483539,22070.7525497519,28452.4629079821,6381.7103582302,26559.571898602,826.25508720323,0,75.8626148779912,25657.4541965208,25614.2651923717,-19578.7717214771,18218.1483112383,-448.044537450374,-912.578872788432,41990.5870265554,10515.9339905938,31474.6530359616,13461.1273134296,18013.525722532,10414.502520118,7599.02320241399
2025-02-01,2025,"Q1","2024/25","Q3","February",13610.7706982392,11701.853671218,12683.4181951275,1908.91702702118,29231.1272387898,49156.5446803756,22339.36759049,28544.0824902951,6204.71489980511,26817.1770898857,831.170732466168,0,81.8577366453731,25904.1486207741,25852.3054609209,-19925.4174415858,18478.0073597528,-232.365288553629,-1215.04479327936,42841.8979374962,10834.9824814146,32006.9154560816,13922.379165379,18084.5362907027,10744.7871989431,7339.7490917596
2025-03-01,2025,"Q1","2024/25","Q3","March",14133.3568031322,12848.869891636,13137.4998751173,1284.48691149616,29183.2390099087,49478.6016427895,22251.9216020537,27851.3652321224,5599.44363006873,27226.6800407358,922.93288258752,0,98.9857106511122,26204.7614474972,26133.1153141631,-20295.3626328808,18659.6234156472,-269.267181755655,-1366.4720354779,43316.5958133124,11477.5022827648,31839.0935305476,13744.3053687835,18094.7881617641,10742.6540406553,7352.13412110883
2025-04-01,2025,"Q2","2024/25","Q4","April",14367.5018485152,12958.422335638,13903.2894199808,1409.07951287718,29417.5830044924,49918.8785833901,22536.4375485075,28446.1211086298,5909.68356012232,27382.4410348827,841.513847391048,0,107.28922425125,26433.6379632404,26344.0158171776,-20501.2955788977,18701.4994012202,-102.939912257275,-1696.85626542018,43785.084850203,11757.4909938249,32027.5938563781,13702.0914808549,18325.5023755231,10898.3115200608,7427.19085546232
2025-05-01,2025,"Q2","2024/25","Q4","May",15406.9666356351,13496.57251869,14779.1444672328,1910.39411694507,29804.6321015463,49835.3551560723,22306.0766656868,31559.4098209479,9253.33315526105,27529.2784903855,986.478786814014,0,103.278705532408,26439.520998039,26363.1495699845,-20030.723054526,18848.9406744007,29.3360856580903,-1211.11846578338,45211.5987347144,12128.1304270079,33083.4683077066,13885.5332617715,19197.9350459351,11696.5763250843,7501.35872085079
2025-06-01,2025,"Q2","2024/25","Q4","June",17118.1620116969,15540.2729173473,15448.8886128536,1577.88909434957,29997.4818524282,50851.1868557292,22989.5446000134,31173.363852158,8183.8192521446,27861.6422557158,871.099864617626,0,112.667150828519,26877.8752402696,26799.5538127683,-20853.705003301,18583.1266053234,-333.799938836003,-1936.77845914159,47115.6438617783,12462.7991073014,34652.844754477,14648.6249576031,20004.2197968739,12183.696306328,7820.52349054584
2025-07-01,2025,"Q3","2025/26","Q1","July",17992.9231142434,16173.792091685,16405.8978858625,1819.13102255835,28233.0513947513,49139.6359077574,21304.7576352511,31005.0819083324,9700.32427308138,27834.8782725063,980.981248655644,0,111.636706401444,26742.2603174493,26682.7521207864,-20906.5845130062,18775.3427911921,15.1788617487787,-2146.4205835628,46225.9745071966,12177.3567393557,34048.6177678409,14582.6159296618,19466.0018381791,11637.4890517074,7828.51278647166
2025-08-01,2025,"Q3","2025/26","Q1","August",17459.1364674701,16110.2695337577,16726.3992941875,1348.86693371247,28523.3370541696,49803.1778999324,21600.8553812611,29743.6423380391,8142.78695677793,28202.3225186712,1059.02522014676,0,108.104807522606,27035.1924910019,26957.8897395499,-21279.8408457627,19158.0835391256,-397.342326535531,-1724.41498010161,45982.4735210513,11965.9037872508,34016.5697338006,14445.5219471719,19571.0477866287,11527.6494438384,8043.39834279029
2025-09-01,2025,"Q3","2025/26","Q1","September",18155.6460349144,17065.843033945,17372.4446740101,1089.80300096941,28693.8683643239,50243.958246353,21690.6064418304,30280.8084926028,8590.20205077242,28553.3518045226,1012.08105336554,32.84525901908,136.680685948411,27371.7448061895,27289.5486338709,-21550.0898820291,19003.7205207646,-128.212231096652,-2418.15713016785,46849.5143971218,12014.8631256509,34834.6512714709,14801.7252244985,20032.9260469724,12269.3803125025,7763.54573446991
2025-10-01,2025,"Q4","2025/26","Q2","October",21281.8084702494,19289.2085786119,20007.647359347,1992.59989163749,26455.4400111527,47871.8784951843,19334.9657622898,29597.1606718888,10262.194909599,28536.9127328945,934.765497747806,32.492506571,142.553871818762,27427.1008567569,27351.4002374304,-21416.4384840316,19317.1210537928,-82.2421093722214,-2017.07532086664,47737.2484815244,12620.9178853631,35116.3305961612,14773.4898084246,20342.8407877366,12304.2578714018,8038.58291633485
2025-11-01,2025,"Q4","2025/26","Q2","November",22332.1567925725,20725.3995891834,21834.5142073938,1606.75720338907,28342.0294024744,50733.0270584169,21351.7063803018,30335.4114596537,8983.70507935183,29381.320678115,1061.44982206967,34.10816732111,136.84918257128,28148.913506153,28029.0900738112,-22390.9976559425,20115.3964615953,-136.829209041285,-2138.77198530591,50674.1861932011,13187.9390103201,37486.2471828811,15565.1892782822,21921.0579045989,13221.2373888854,8699.82051571348
2025-12-01,2025,"Q4","2025/26","Q2","December",22758.8101564944,20774.5401543747,21685.6314752465,1984.27000211972,28050.0049792162,50225.2964246357,20607.0925397748,31195.8782876159,10588.7857478411,29618.203884861,738.11291869057,34.758717952,123.05349012225,28722.2787580961,28616.0489974515,-22175.2914454196,20348.8243553897,-299.296567511084,-1527.1705225188,50808.8151333257,12922.302873842,37886.5122594836,15708.9024158414,22177.6098436422,13010.095037432,9167.51480621025
2026-01-01,2026,"Q1","2025/26","Q3","January",21313.5349580673,20256.09852545,20015.4951717296,1057.43643261732,29175.5284198968,50882.1882807759,20979.1158294078,31591.4212325991,10612.3054031912,29903.0724513681,957.653737249411,34.92164570739,213.46161529151,28697.0354531198,28608.339056913,-21706.6598608791,20274.2017141716,-93.5336492423925,-1338.92449746515,50489.0633766081,12746.0264633674,37743.0369132407,15316.2213707315,22426.8155425092,12718.6933040682,9708.12223844102
2026-02-01,2026,"Q1","2025/26","Q3","February",20867.1679976642,20169.2527754544,20289.6663371438,697.915222209843,30674.5746611991,52480.7044135027,22539.475400426,29936.7615217148,7397.28612128887,29941.2290130767,1006.88210732386,0,221.95482436911,28712.3920813838,28584.6710286023,-21806.1297523036,20885.0096603861,655.588398744999,-1576.70849066245,51541.7426597522,12760.8370923992,38780.905567353,15313.8066196871,23467.0989476659,13543.9805290176,9923.11841864828
2026-03-01,2026,"Q1","2025/26","Q3","March",22366.2204885759,22577.9307752466,22603.9069267158,-211.710286670703,28726.6855234867,53230.4452025766,22484.9788212535,29611.1261345589,7126.14731330541,30745.4663813231,928.993959724547,0,212.02602654712,29604.4463950514,29335.6721130338,-24503.7596790899,21802.4731449383,-291.438611509435,-2409.84792264219,51092.9060118843,13405.8894550725,37687.0165568118,15976.4254824566,21710.5910743552,13169.2565229563,8541.33455139888
2026-04-01,2026,"Q2","2025/26","Q4","April",22976.8928474672,22923.3162815016,23011.8770009842,53.5765659655645,28556.0127140373,52239.0568222328,21384.3719238786,29496.8331511362,8112.46122725767,30854.6848983542,888.763361061668,0,295.31829466691,29670.6032426257,29422.1398876859,-23683.0441081956,22044.3952091793,30.5987678238893,-1669.24766684012,51532.9055603464,13742.8576351954,37790.047925151,15772.7221675224,22017.3257576286,13142.0101333127,8875.31562431588
2026-05-01,2026,"Q2","2025/26","Q4","May",23383.9371684301,23720.092668192,23093.8052200867,-336.155499761899,27968.08647222,54772.4290580137,23260.7230437559,31834.2111350439,8573.48809128792,31511.7060142578,959.449828728042,0,295.46874503747,30256.7874404923,30005.3333769403,-26804.3425857937,22674.803026438,58.654705402213,-4188.19426475794,51352.023640504,14213.5177333279,37138.5059071762,15000.7180141772,22137.787892999,13871.1286163049,8266.6592766941
