"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
1967-10-01,1967,"Q4","1967/68","Q2","October",,,,,,,0.33,0.31,0.6,,0,,5.47,0,0,0.05,3.1,,0.65,0.44,,-0.55,0.48,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39,1.13,0.1,,0,0.6,,2.8157706,0.39,,,0.18577,,3.68,2.84,0,0,,0.33,1.03,,0.6,5.47,0,7.1,2.6357706,,5.94,,9.46,-0.05423,3.52,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-11-01,1967,"Q4","1967/68","Q2","November",,,,,,,0.33,0.31,0.41,,0,,5.54,0,0,0.09,3.08,,0.89,0.54,,-0.74,0.4,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34,1.53,0.1,,0,0.6,,1.8443226,0.01,,,-0.11568,,3.84,3.04,0,0,,0.33,1.29,,0.6,5.54,0,7.43,2.1843226,,6.12,,9.75,-0.46568,3.63,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-12-01,1967,"Q4","1967/68","Q2","December",,,,,,,0.344,0.791,0.297,,0,,6.004,0,0,0.085,3.31,,0.896,0.724,,-0.714,0.789,3.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36,1.72,0.1,,0,0.6,,2.4950499,0.01,,,0.00505,,4.54,3.67,0,0,,0.344,0.866,,0.6,6.004,0,7.47,2.6570499,,6.98,,10.426,-0.64295,3.446,3.22772277227723,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-01-01,1968,"Q1","1967/68","Q3","January",,,,,,,0.35,0.32,0.27,,0,,6.57,0,0,0.47,3.45,,1.06,0.92,,-0.72,0.54,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39,1.1,0.5,,0,0.6,,2.8800576,0.01,,,-0.07994,,4.76,3.75,0,0,,0.35,0.66,,0.6,6.57,0,7.83,3.0100576,,7.2,7.19230769232422,10.85,-0.35994,3.65,20.1550387596899,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-02-01,1968,"Q1","1967/68","Q3","February",,,,,,,0.34,0.32,0.28,,0,,6.72,0,0,0.41,3.5,,0.75,0.7,,-0.82,0.56,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39,1.16,0.2,,0,0.6,,2.9157726,0.01,,,-0.3542,,4.83,3.8,0,0,,0.34,0.73,,0.6,6.72,0,8.05,2.9557726,,7.3,7.22328244275391,11.16,-0.49423,3.86,22.6373626373626,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-03-01,1968,"Q1","1967/68","Q3","March",,,,,,,0.24,0.75,0.46,,0,,6.29,0,0,0.23,3.47,,0.67,0.66,,-1,0.55,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.51,1.09,0.2,,0,0.6,,3.0657756,0,,,-0.5852,,4.75,3.93,0.281,0,,0.24,0.29,,0.6,6.29,0,7.18,3.0757756,,7.4,7.36337488015625,11.02,-1.28522,3.62,9.10891089108911,0.281,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-04-01,1968,"Q2","1967/68","Q4","April",,,,,,,0.25,0.81,0.67,,0,,6.5,0,0,0.26,3.68,,0.72,0.59,,-0.52,0.64,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44,0.76,0.3,,0,0.6,,3.2372076,0.06,,,-0.0328,,4.43,3.54,0,0,,0.25,0.18,,0.6,6.5,0,7.28,3.3072076,,7.22,7.36015701666016,10.68,-0.34279,3.46,18.4035476718404,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-05-01,1968,"Q2","1967/68","Q4","May",,,,,,,0.25,0.77,0.8,,0,,6.46,0,0,0.23,3.48,,0.65,0.67,,-0.67,0.59,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34,0.28,0.2,,0,0.6,,3.5872146,0.07,,,-0.0828,,4.34,3.29,0,0,,0.25,-0.03,,0.6,6.46,0,7.03,3.4972146,,6.77,7.26069246435547,10.54,-0.26279,3.77,17.2413793103448,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-06-01,1968,"Q2","1967/68","Q4","June",,,,,,,0.25,0.833,1.05,,0,,6.51,0,0,0.254,3.6,,0.56,0.66,,-0.678,0.569,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.386,0.606,0.235,,0,0.6,,3.4526396,0,,0.3526396,0.149639599999999,,3.887,3.292,0.298,0,,0.423,0.437,,0.6,6.51,0,7.547,3.3526396,,6.892,7.55498458376953,10.662,-0.483360400000001,3.77,11.8782791185729,0.298,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-07-01,1968,"Q3","1968/69","Q1","July",,,,,,,0.32,0.797,1.38,,0,,6.21,0,0,0.23,3.81,,0.7,0.46,,-0.731,0.476,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.104,0.192,0.226,,0,0.6,,3.4997836,0,,0.2797836,0.177783599999999,,3.771,3.305,0.292,0,,0.493,0.671,,0.6,6.21,0,7.481,3.7397836,,7.115,7.84232365142578,10.995,-0.559216400000001,3.88,17.2174840085288,0.292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-08-01,1968,"Q3","1968/69","Q1","August",,,,,,,0.32,0.785,1.29,,0,,6.21,0,0,0.21,3.94,,0.71,0.23,,-0.747,0.568,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.092,0.464,0.206,,0,0.6,,3.4684976,0,,0.3224976,0.252497599999999,,3.92,3.358,0.301,0,,0.493,0.877,,0.6,6.21,0,7.687,3.9484976,,7.298,7.94666666666016,11.338,-0.496502400000001,4.04,22.4406047516199,0.301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-09-01,1968,"Q3","1968/69","Q1","September",,,,,,,0.33,0.729,1.65,,0,,5.94,0,0,0.11,4.07,,0.71,0.25,,-0.742,0.517,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.003,0.276,0.107,,0,0.6,,3.5544986,0,,0.3614986,0.260498599999999,,3.784,3.26,0.317,0,,0.503,1.194,,0.6,5.94,0,7.734,4.0144986,,7.33,8.02471678683594,11.4,-0.471501400000001,4.07,18.75,0.317,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-10-01,1968,"Q4","1968/69","Q2","October",,,,,,,0.33,0.736,1.61,,0,,5.55,0,0,0.03,3.98,,0.58,0.18,,-0.86,0.736,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.004,0.563,0.029,,0,0.6,,3.5929286,0,,0.3289286,0.196928599999999,,4.095,3.374,0.316,0,,0.503,1.433,,0.6,5.55,0,7.583,3.9929286,,7.354,8.14389989568359,11.434,-0.677071400000001,4.08,20.8668076109937,0.316,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-11-01,1968,"Q4","1968/69","Q2","November",,,,,,,0.33,0.685,1.61,,0,,5.86,0,0,0.11,4.12,,0.75,0.21,,-0.643,0.702,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.005,0.739,0.108,,0,0.6,,3.4800689,0,,0.3200689,0.193068899999999,,4.253,3.565,0.303,0,,0.503,1.659,,0.6,5.86,0,8.119,4.0200689,,7.685,8.254065040625,11.795,-0.461931100000001,4.11,20.974358974359,0.303,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-12-01,1968,"Q4","1968/69","Q2","December",,,,,,,0.41373,0.211,1.1856,,0,,6.69094,0,0,0.215,4.22855,,0.49016,0.51739,,-0.34945,0.868,3.99848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.003,1.437,0.211,,0,0.6,,3.5112129,0,,0.3202129,0.172212899999999,,5.105,4.284,0.306,0,,0.58673,2.40855,,0.6,6.69094,0,9.69949,3.4839829,,8.51255,8.64660936003906,12.51103,-0.220237100000001,3.99848,19.998369460963,0.306,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-01-01,1969,"Q1","1968/69","Q3","January",,,,,,,0.41,0.376,0.84,,0,,7.45,0,0,0.473,3.613,,0.68,0.82,,-0.142,0.663,4.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.003,1.227,0.483,,0,0.6,,3.6909299,0,,0.3609299,0.255929899999999,,5.409,4.744,0.16,0,,0.583,1.688,,0.6,7.45,0,9.738,3.5509299,,8.357,8.36073500970703,12.44,0.105929899999999,4.083,14.6543778801843,0.16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-02-01,1969,"Q1","1968/69","Q3","February",,,,,,,0.43,0.323,0.63,,0,,7.73,0,0,0.459,3.672,,0.75,0.96,,-0.292,0.551,4.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.115,1.322,0.453,,0,0.6,,3.6076429,0,,0.3456429,0.171642899999999,,5.459,4.897,0.064,0,,0.603,1.514,,0.6,7.73,0,9.844,3.3976429,,8.569,8.38601532572266,12.678,-0.103357100000001,4.109,13.6021505376344,0.064,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-03-01,1969,"Q1","1968/69","Q3","March",,,,,,,0.6,0.309,0.62,,0,,7.98,0,0,0.601,3.732,,0.7,0.73,,-0.201,0.627,4.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.058,1.31,0.554,,0,0.6,,3.6439272,0,,0.457927199999999,0.414927199999999,,5.378,4.785,0.084,0,,0.773,1.563,,0.6,7.98,0,10.143,3.6139272,,8.517,8.38498556308594,12.673,0.226927199999999,4.156,15,0.084,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-04-01,1969,"Q2","1968/69","Q4","April",,,,,,,0.68,0.283,0.69,,0,,7.92,0,0,0.653,3.792,,0.96,0.73,,-0.137,0.631,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.498,1.484,0.751,,0,0.6,,3.9312175,0,,0.5402175,0.652217499999999,,5.361,4.634,0.082,0,,0.853,1.393,,0.6,7.92,0,9.913,4.1612175,,8.426,8.45,12.626,0.513217499999999,4.2,18.2209737827715,0.082,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-05-01,1969,"Q2","1968/69","Q4","May",,,,,,,0.69,0.277,0.84,,0,,7.47,0,0,0.708,3.733,,0.86,0.49,,-0.482,0.712,4.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.006,1.018,0.702,,0,0.6,,3.5669245,0,,0.5439245,0.689924499999999,,4.927,4.341,0.091,0,,0.863,1.575,,0.6,7.47,0,9.645,3.9369245,,8.074,8.37651821863281,12.54,0.0879244999999993,4.466,18.9753320683112,0.091,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-06-01,1969,"Q2","1968/69","Q4","June",,,,,,,0.81,0.16,0.74,,0,,7.82,0,0,0.698,3.744,,0.75,0.48,,-0.416,0.702,4.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.01,1.185,0.622,,0,0.6,,3.0922045,0,,0.3512045,0.279204499999999,,4.924,4.222,0.083,0,,1.013,1.755,,0.6,7.82,0,10.175,3.3622045,,7.966,8.36560247171875,12.502,-0.0607955000000007,4.536,17.257550178203,0.083,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-07-01,1969,"Q3","1969/70","Q1","July",,,,,,,0.82,0.214,0.74,,0,,7.78,0,0,0.524,3.632,,0.67,0.43,,-0.203,0.574,4.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.004,1.55,0.519,,0,0.6,,2.7279115,0,,0.3509115,0.1609115,,4.96,4.321,0.069,0,,1.023,2.072,,0.6,7.78,0,10.452,2.9679115,,7.953,8.38095238097656,12.3,0.0279114999999998,4.347,11.8690313778991,0.069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-08-01,1969,"Q3","1969/70","Q1","August",,,,,,,0.82,0.252,1.03,,0,,7.85,0,0,0.494,3.873,,0.65,0.31,,0.02,0.694,4.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.005,1.692,0.489,,0,0.6,,2.8279135,0,,0.3479135,0.2659135,,5.042,4.339,0.093,0,,1.023,2.465,,0.6,7.85,0,10.915,3.1679135,,8.212,8.59384615384766,12.667,0.2999135,4.455,11.7216440289293,0.093,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-09-01,1969,"Q3","1969/70","Q1","September",,,,,,,0.82,0.26,0.86,,0,,7.74,0,0,0.165,4.076,,0.81,0.26,,0,0.584,4.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.005,1.978,0.163,,0,0.6,,2.6536245,0,,0.3446245,0.3026245,,4.818,4.24,0.05,0,,1.039,2.573,,0.6,7.74,0,10.913,3.2036245,,8.316,8.64271047226563,12.729,0.2986245,4.413,11.6578947368421,0.05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-10-01,1969,"Q4","1969/70","Q2","October",,,,,,,1.43,0.251,0.93,,0,,7.26,0,0,0.13,4.079,,0.88,0.26,,-0.097,1.311,4.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.002,2.362,0.128,,0,0.6,,3.2393505,0,,0.3433505,0.270350499999999,,5.754,4.21,0.084,0,,1.649,3.039,,0.6,7.26,0,10.899,3.8593505,,8.289,8.6855670103125,12.617,0.408350499999999,4.328,10.3463354906419,0.084,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-11-01,1969,"Q4","1969/70","Q2","November",,,,,,,1.62,0.276,1.69,,0,,7.38,0,0,0.06,4.158,,0.96,0.23,,0.115,0.719,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.115,1.859,0.06,,0,0.6,,3.4536405,0,,0.3426405,0.231640499999999,,5.279,4.501,0.128,0,,1.839,3.158,,0.6,7.38,0,11.138,4.1836405,,8.659,8.96450304263672,12.949,0.405640499999999,4.29,9.78380669775329,0.128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-12-01,1969,"Q4","1969/70","Q2","December",,,,,,,1.60791,0.225,1.84767,,0,,8.26966,0,0,0.708,4.367,,0.78751,0.24197,,0.04796,0.71,4.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.133,1.812,0.637,,0,0.6,,3.7336461,0,,0.3396461,0.260646099999999,,5.904,5.177,0.085,0,,2.00791,3.30171,,0.6,8.26966,0,12.17137,4.2791861,,9.544,9.24641833810547,13.961,0.396606099999999,4.417,11.5895333957316,0.085,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,1970,"Q1","1969/70","Q3","January",,,,,,,1.58,0.346,1.61,,0,,8.76,0,0,0.878,4.409,,0.88,0.4,,-0.078,0.773,4.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,1.91,0.59,,0,0.6,,4.35,0,,,0.79,,6.03,5.37,0.08,0,,,2.804,,0.6,8.76,0,12.164,4.79,,9.779,9.63734115347656,14.267,2.6,4.488,14.6864951768489,0.08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-01,1970,"Q1","1969/70","Q3","February",,,,,,,1.48,0.272,1.51,,0,,8.67,0,0,0.979,4.415,,0.85,0.27,,-0.232,0.707,4.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,2.01,0.55,,0,0.6,,4.24,0,,,0.8,,6.01,5.38,0.08,0,,,2.978,,0.6,8.67,0,12.248,4.78,,9.795,9.53185328189453,14.348,2.6,4.553,13.1724246726613,0.08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-01,1970,"Q1","1969/70","Q3","March",,,,,,,1.47,0.378,1.72,,0,,8.63,0,0,0.499,4.582,,0.85,0.36,,-0.298,0.585,4.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,0.093,2.108,0.49,,0,0.6,,4.1532245,0,,0.412224499999999,0.526224499999999,,5.865,5.252,0.083,0,,2.254,3.357,,0.6,8.63,0,12.587,4.6432245,,9.834,9.66828322021484,14.628,0.265224499999999,4.794,15.426497277677,0.083,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-01,1970,"Q2","1969/70","Q4","April",,,,,,,1.46,0.262,1.68,,0,,9.08,0,0,0.404,5.034,,0.79,0.23,,-0.168,0.614,4.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.86,0.31,,0,0.6,,4.43,0,,,0.95,,5.9,5.21,0.08,0,,,3.138,,0.6,9.08,0,12.818,4.95,,10.244,10.1315014719922,15.186,2.51,4.942,20.275621732932,0.08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-01,1970,"Q2","1969/70","Q4","May",,,,,,,1.48,0.333,1.82,,0,,8.82,0,0,0.324,5.349,,0.8,0.15,,-0.26,0.811,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.61,0.14,,0,0.6,,4.73,0,,,1.08,,5.82,5.12,0.08,0,,,2.987,,0.6,8.82,0,12.407,5.34,,10.469,10.591365461875,15.344,2.33,4.875,22.3604465709729,0.08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-01,1970,"Q2","1969/70","Q4","June",,,,,,,1.47,0.382,2.28,,0,,8.27,0,0,0.045,5.365,,0.78,0.12,,-0.082,0.725,4.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,0.025,1.362,0.044,,0,0.6,,5.0673858,0,,0.4103858,0.4303858,,5.603,4.988,0.077,0,,2.408,3.235,,0.6,8.27,0,12.105,5.7273858,,10.353,10.7777777778125,15.108,0.2393858,4.755,20.8446648536234,0.077,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-07-01,1970,"Q3","1970/71","Q1","July",,,,,,,1.45,0.247,2.44,,0,,8.05,0,0,0.001,5.616,,0.82,0.19,,-0.363,0.622,4.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1.25,0.04,,0,0.6,,5.21,0,,,1.21,,5.81,5.12,0.06,0,,,3.363,,0.6,8.05,0,12.013,5.8,,10.736,11.187564766875,15.527,2.26,4.791,26.2357723577236,0.06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-08-01,1970,"Q3","1970/71","Q1","August",,,,,,,1.44,0.33,3.09,,0,,7.95,0,0,0,5.481,,0.59,0.21,,-0.114,0.722,5.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.14,0.03,,0,0.6,,5.38,0,,,1.17,,5.9,5.22,0.03,0,,,3.84,,0.6,7.95,0,12.39,5.71,,10.701,11.0061538460938,15.706,2.37,5.005,23.9914739085813,0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-09-01,1970,"Q3","1970/71","Q1","September",,,,,,,1.43,0.274,3.24,,0,,7.78,0,0,0.03,5.321,,0.57,0.17,,-0.187,0.697,5.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,0.006,1.029,0.03,,0,0.6,,5.5568245,0,,0.4028245,0.3308245,,5.927,5.264,0.014,0,,2.368,3.989,,0.6,7.78,0,12.369,5.9568245,,10.585,10.8844580776563,15.834,0.1098245,5.249,24.3931180768324,0.014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
