"Date","Year","Quarter","FY","QFY","Month","E_BWA_B","E_IFEM_B","E_BWA_S","E_IFEM_S","E_BWA_MR","E_OFF_MR","E_IFEM_MR","NEER","NEER_IX_10","NEER_IX_17","REER_IX_10","REER_IX_17","E_IFEM_PUR","E_IFEM_SAL","E_PA","E_EP"
2018-07-01,2018,"Q3","2018/19","Q1","July",3744.89,3755.45082010582,3766.63,3765.43605820106,3755.76,3760.44343915344,3760.44343915344,417.409608370788,134.024216895694,103.560168494047,114.601455359557,104.149905317591,741.665689732824,601.033982508601,3760.44343915344,3701.42
2018-08-01,2018,"Q3","2018/19","Q1","August",3715.38,3724.53090909091,3732.8,3734.53409090909,3724.09,3729.5325,3729.5325,410.801651296736,131.902496996656,101.920720972316,112.117156461846,102.375811636735,636.24516656578,595.699692532893,3729.5325,3759.99
2018-09-01,2018,"Q3","2018/19","Q1","September",3779.16,3795.68016666667,3799.28,3805.67866666667,3789.22,3800.67941666667,3800.67941666667,415.793782068289,133.505398328778,103.15927871866,112.819314978155,103.178052580822,656.252132741118,594.306426997469,3800.67941666667,3822.14
2018-10-01,2018,"Q4","2018/19","Q2","October",3768.5942772573,3772.97772727273,3780.06544221598,3782.97772727273,3774.32985973664,3777.97772727273,3777.97772727273,411.043327680995,131.98009580486,101.980681372299,111.858964099831,102.044035996142,703.940452245236,642.205507083708,3777.97772727273,3759.17
2018-11-01,2018,"Q4","2018/19","Q2","November",3711.76087189108,3734.91866161616,3741.69801717368,3744.69136363636,3726.72944453238,3739.77228535354,3739.77228535354,407.362295500227,130.798169357788,101.067409839427,110.786420269442,100.929189433506,655.568489999317,609.238814214259,3739.77228535354,3725.39
2018-12-01,2018,"Q4","2018/19","Q2","December",3683.68808846505,3709.12678362573,3697.54485454922,3719.12678362573,3690.61647150713,3714.12678362573,3714.12678362573,405.64981207565,130.248315580292,100.642539236461,110.406700744651,100.550372214743,692.937291495601,591.093425353789,3714.12678362573,3713.35
2019-01-01,2019,"Q1","2018/19","Q3","January",3691.42040228844,3697.43409090909,3703.71913000851,3707.43409090909,3697.56976614847,3702.43409090909,3702.43409090909,406.78485991603,130.612763103529,100.924146902507,110.501992734189,100.736426008449,757.714091315521,600.027124943706,3702.43409090909,3672.11
2019-02-01,2019,"Q1","2018/19","Q3","February",3661.04450273642,3667.895,3672.65569786378,3677.893,3666.8501003001,3672.894,3672.894,403.932257236695,129.349921104561,100.145892538676,109.928890210878,100.62645549135,641.352878086069,552.995512836807,3672.894,3694.79
2019-03-01,2019,"Q1","2018/19","Q3","March",3665.20365925114,3701.1915,3711.62,3711.1915,3688.41182962557,3706.1915,3706.1915,407.835997584531,130.600003258088,101.113736909531,110.970434033683,101.2392763265,659.946956062814,631.287687685799,3706.1915,3715.13
2019-04-01,2019,"Q2","2018/19","Q4","April",3721.78,3731.9765,3735.38584872142,3741.975,3728.58292436071,3736.97575,3736.97575,410.587751533884,131.481188530794,101.795972235796,111.376219619022,102.055919786426,694.008833549018,648.499289609086,3736.97575,3747.18
2019-05-01,2019,"Q2","2018/19","Q4","May",3750.64,3760.62931818182,3765.15,3770.62934343434,3757.895,3765.62933080808,3765.62933080808,412.073579774727,131.956990505716,102.164349835437,111.817059081982,102.502292446233,732.849719664521,698.203500704907,3765.62933080808,3758.9
2019-06-01,2019,"Q2","2018/19","Q4","June",3713.85019899536,3723.98913580247,3736.22794003187,3733.9874691358,3725.03906951362,3728.98830246914,3728.98830246914,408.391552374747,130.777906772838,101.251474189294,111.036364159314,102.070508265409,674.175569660602,625.446576939729,3728.98830246914,3694.76
2019-07-01,2019,"Q3","2019/20","Q1","July",3686.98,3691.48260869565,3699.54461357277,3701.49130434783,3693.26230678638,3696.48695652174,3696.48695652174,404.636232534469,129.575352838708,100.320427335682,110.501685582509,101.210976413322,737.510552251775,663.681586252875,3696.48695652174,3700.76
2019-08-01,2019,"Q3","2019/20","Q1","August",3681.97,3688.73181818182,3696.02,3698.73590909091,3688.995,3693.73386363636,3693.73386363636,400.911172642166,128.382488949907,99.3968827536601,109.299311013867,100.022332371703,724.486092694976,636.157387107774,3693.73386363636,3689.49
2019-09-01,2019,"Q3","2019/20","Q1","September",3667.01,3670.49761904762,3682.43,3680.49523809524,3674.72,3675.49642857143,3675.49642857143,397.885311890471,127.413527341883,98.6466888282003,107.87609201608,98.7674457575996,725.744903170697,646.709981076836,3675.49642857143,3684.235
2019-10-01,2019,"Q4","2019/20","Q2","October",3684.54,3691.20636363636,3703.64,3701.20636363636,3694.09,3695.83636363636,3695.83636363636,400.698811021428,128.314485074515,99.3442324795887,108.750798272033,99.695966980872,714.48,691.84,3695.83636363636,3711.19
2019-11-01,2019,"Q4","2019/20","Q2","November",3688.03,3692.44285714286,3698.54,3702.44285714286,3693.285,3697.44285714286,3697.44285714286,401.860534955852,128.686500174995,99.6322557265866,108.931996108006,100.187456053412,692,624.59,3697.44285714286,3699.38
2019-12-01,2019,"Q4","2019/20","Q2","December",3666.88324974802,3671.7295,3697.55406510104,3681.7295,3682.21865742453,3676.7295,3676.7295,400.645377016192,128.297374075733,99.3309847231879,108.385839752623,99.8554550806134,875.349680700704,746.933410159442,3676.7295,3665.20833333333
2020-01-01,2020,"Q1","2019/20","Q3","January",3666.77459685081,3676.36863636364,3681.72762944064,3686.36863636364,3674.25111314573,3680.79272727273,3680.79272727273,402.235162184736,128.80848238888,99.7251356664763,108.935971469517,100.10191775923,867.023389484291,677.292784325087,3680.79272727273,3679.67
2020-02-01,2020,"Q1","2019/20","Q3","February",3663.81,3671.8465,3678.05,3681.8465,3670.93,3676.8465,3676.8465,399.867385405503,128.050245013728,99.1380988215263,108.198936053764,99.4353219052895,736.539003435685,612.922968463016,3676.8465,3714.31
2020-03-01,2020,"Q1","2019/20","Q3","March",3751.36,3767.91863636364,3758.09,3777.89636363636,3754.725,3772.9075,3772.9075,406.600612526051,130.206438326781,100.807450611715,110.073253434221,101.351466471832,745.487232676644,969.562137192944,3772.9075,3796.43
2020-04-01,2020,"Q2","2019/20","Q4","April",3742.02,3780.74641666667,3772.65,3790.74641666667,3757.335,3785.74641666667,3785.74641666667,403.505498821755,129.21528455269,100.040086981972,107.954567763213,99.5253132773285,500.26,472.17,3785.74641666667,3807
2020-05-01,2020,"Q2","2019/20","Q4","May",3771.82,3786.46,3785.34,3796.46,3778.58,3791.46,3791.46,404.741271951189,129.611018382907,100.346469055375,108.275967394141,99.387993037324,541.15,541.81,3791.46,3784.81
2020-06-01,2020,"Q2","2019/20","Q4","June",3726.99,3732.9445,3739.19,3742.9445,3733.09,3737.9445,3737.9445,401.573564350283,128.596617736011,99.561107406393,106.397656204927,98.4994074702788,698.97,657.71,3737.9445,3730.14
2020-07-01,2020,"Q3","2020/21","Q1","July",3698.24,3698.53772727273,3706.54,3708.53636363636,3702.39,3703.53704545455,3703.53704545455,399.23498836547,127.847731383265,98.9813102397675,105.89662890262,98.3524918380799,714.85,715.43,3703.53704545455,3686.42
2020-08-01,2020,"Q3","2020/21","Q1","August",3674.27,3672.52761904762,3683.78,3682.52761904762,3679.025,3677.52761904762,3677.52761904762,398.328514409073,127.557449613729,98.7565704686625,105.559272729083,98.0854806124233,712.67,718.7,3677.52761904762,3678.16
2020-09-01,2020,"Q3","2020/21","Q1","September",3691.57828426586,3690.08727272727,3700.84,3700.08727272727,3696.20914213293,3695.08727272727,3695.08727272727,401.628813394219,128.614310235753,99.5748051606422,105.777664573025,98.6289970957569,758.12,714.17,3695.08727272727,3715.52
2020-10-01,2020,"Q4","2020/21","Q2","October",3709.95127519031,3714.93428571429,3719.9216793722,3724.89957142857,3714.93647728126,3719.91692857143,3719.91692857143,404.870999988806,129.652561423446,100.378632196163,106.77583605895,99.3252226493463,713.69,693.89,3719.91692857143,3740.46
2020-11-01,2020,"Q4","2020/21","Q2","November",3699.89,3705.67619047619,3710.31,3715.67857142857,3705.1,3710.67738095238,3710.67738095238,405.277681556624,129.78279378623,100.479459717813,107.381837386877,99.9230751040671,710.58,701.63,3710.67738095238,3700.805
2020-12-01,2020,"Q4","2020/21","Q2","December",3655.79,3661.54181818182,3668.08,3671.54454545455,3661.935,3666.54318181818,3666.54318181818,402.492090121364,128.890758879629,99.788835153109,106.613673017841,99.2803020627664,903.01,762.71,3666.54318181818,3650.07
2021-01-01,2021,"Q1","2020/21","Q3","January",3678.71,3686.56378516624,3692.78,3696.56352941176,3685.745,3691.563657289,3691.563657289,406.331033171756,130.12011045002,100.740614491436,107.847731079294,100.706204683024,712.97,662.83,3691.563657289,3687.30217391304
2021-02-01,2021,"Q1","2020/21","Q3","February",3646.91,3662.31578947368,3665.21,3672.31578947368,3656.06,3667.31578947368,3667.31578947368,403.61302200544,129.249716893306,100.066744930079,107.121173009141,99.8913217855578,750.84,695.6,3667.31578947368,3665.49
2021-03-01,2021,"Q1","2020/21","Q3","March",3652.5,3657.86954545455,3663.98,3667.86954545455,3658.24,3662.86954545455,3662.86954545455,401.198978928545,128.476663579252,99.4682374002042,106.518519045623,99.3701131550176,901.72,854.37,3662.86954545455,3663.93
2021-04-01,2021,"Q2","2020/21","Q4","April",3562.47,3618.302,3628.24,3628.302,3595.355,3623.302,3623.302,397.368582439042,127.250048889276,98.5185769888733,,98.613360927757,834.48,741.33,3623.302,3578.14
2021-05-01,2021,"Q2","2020/21","Q4","May",3543.45,3547.78789473684,3557.02,3557.78526315789,3550.235,3552.78657894737,3552.78657894737,391.910436549702,125.502177109881,97.1653528292911,,97.5423968180929,880.92,769.42,3552.78657894737,3545.74
2021-06-01,2021,"Q2","2020/21","Q4","June",3525.99,3535.35210526316,3538.34,3545.35210526316,3532.165,3540.35210526316,3540.35210526316,389.782371087797,124.820702916816,96.6377469985553,,96.9070338322094,895.28,761.05,3540.35210526316,3556.71
2021-07-01,2021,"Q3","2021/22","Q1","July",3541.44,3547.30571428571,3551.42,3557.30571428571,3546.43,3552.30571428571,3552.30571428571,388.791621860872,124.5034335273,96.3921130750318,,96.9233817547172,901.35,789.58,3552.30571428571,3549.91
2021-08-01,2021,"Q3","2021/22","Q1","August",3529.54,3532.03681818182,3542.42,3542.03681818182,3535.98,3537.03681818182,3537.03681818182,386.61078704409,123.805060909738,95.8514242730173,,96.5727926384272,936.66,832.16,3537.03681818182,3535.13
2021-09-01,2021,"Q3","2021/22","Q1","September",3525.21,3525.63136363636,3533.16,3535.63136363636,3529.185,3530.63136363636,3530.63136363636,385.925548485387,123.585625745638,95.6815348285953,,96.0895807196261,914.64,947.19,3530.63136363636,3542.67
2021-10-01,2021,"Q4","2021/22","Q2","October",3569.23,3574.94238095238,3581.31,3584.94238095238,3575.27,3579.94238095238,3579.94238095238,389.547910675924,124.745621241535,96.5796178279093,,97.5310134200543,763.21,1023.24,3579.94238095238,3554.78
2021-11-01,2021,"Q4","2021/22","Q2","November",3541.24,3546.52272727273,3553.18,3556.52286363636,3547.21,3551.52279545455,3551.52279545455,385.159758273255,123.340395382093,95.4916744186248,,96.7007357658448,921.77,901.96,3551.52279545455,3564.2
2021-12-01,2021,"Q4","2021/22","Q2","December",3546.11,3549.99173913044,3556.58,3559.99173913044,3551.345,3554.99173913044,3554.99173913044,384.180300353067,123.026741827844,95.2488399199208,,96.2583544397681,1157.13,1119.42,3554.99173913044,3544.41
2022-01-01,2022,"Q1","2021/22","Q3","January",3518.33,3523.8335,3528.16,3533.8335,3523.245,3528.8335,3528.8335,381.767084643927,122.253953463239,94.6505375172183,,96.319487568958,992.53,893.21,3528.8335,3509.86
2022-02-01,2022,"Q1","2021/22","Q3","February",3504.63,3509.50684210526,3514.34,3519.50684210526,3509.485,3514.50684210526,3514.50684210526,380.148397086289,121.735598263687,94.2492204483417,,95.643865454099,1048.82,857.2,3514.50684210526,3540.78
2022-03-01,2022,"Q1","2021/22","Q3","March",3576.31,3584.84227272727,3587.08,3594.84227272727,3581.695,3589.84227272727,3589.84227272727,385.650370071635,123.497504872094,95.6133105478167,,97.2568656017077,1185.08,1140.66,3589.84227272727,3588.16
2022-04-01,2022,"Q2","2021/22","Q4","April",3532.31,3536.45611111111,3541.37,3546.45611111111,3536.84,3541.45611111111,3541.45611111111,377.337186279688,120.835359220172,93.5522441383826,,94.8323531108943,891.86,827.67,3541.45611111111,3562.07
2022-05-01,2022,"Q2","2021/22","Q4","May",3614.51,3628.06809523809,3626.18,3638.06809523809,3620.345,3633.06809523809,3633.06809523809,382.538355156924,122.500938793291,94.8417566441749,,95.2170900099497,1070.14,1254.18,3633.06809523809,3775.86
2022-06-01,2022,"Q2","2021/22","Q4","June",3723.69,3742.464,3739.9,3752.2975,3731.795,3747.38075,3747.38075,393.133581215228,125.893866904609,97.4686039599154,,97.8043172273931,1091.9,1124.45,3747.38075,3756.65
2022-07-01,2022,"Q3","2022/23","Q1","July",3777.29,3786.47285714286,3796.63,3796.71095238095,3786.96,3791.5919047619,3791.5919047619,393.765447194753,126.096210472619,97.6252608771993,,97.5206127390366,1087.89,1106.1,3791.5919047619,3862.43
2022-08-01,2022,"Q3","2022/23","Q1","August",3817.36,3827.45565217391,3834.39,3837.44260869565,3825.88,3832.44913043478,3832.44913043478,397.018844257972,127.138051608649,98.4318672955549,,97.3778642640961,1175.69,1167.28,3832.44913043478,3803.68
2022-09-01,2022,"Q3","2022/23","Q1","September",3810.89,3820.32636363636,3824.12,3830.32636363636,3817.5,3825.32636363636,3825.32636363636,391.696165133171,125.433560592536,97.1122290646581,,94.8976385272129,1033.02,1007.35,3825.32636363636,3853.96
2022-10-01,2022,"Q4","2022/23","Q2","October",3808.83,3817.26761904762,3820.45,3827.26761904762,3814.64,3822.26761904762,3822.26761904762,387.785543925803,124.181255398274,96.1426787440777,,93.6514843502314,881.72,901.27,3822.26761904762,3802.26
2022-11-01,2022,"Q4","2022/23","Q2","November",3747.61,3755.22818181818,3759.68,3765.22818181818,3753.65,3760.22818181818,3760.22818181818,383.345267846612,122.759337881064,95.0418124448987,,92.680559665658,958.08,933.91,3760.22818181818,3741.86
2022-12-01,2022,"Q4","2022/23","Q2","December",3680.93,3685.85952380952,3692.82,3695.85619047619,3686.875,3690.85785714286,3690.85785714286,379.524799028902,121.535902347109,94.0946133758609,,91.6974224812875,1035.86,982.19,3690.85785714286,3715.69
2023-01-01,2023,"Q1","2022/23","Q3","January",3679.92,3688.61047619048,3694.78,3698.61047619048,3687.35,3693.61047619048,3693.61047619048,381.713329198077,122.236739261073,94.6372100669252,,92.6424947031835,1014.4,957.99,3693.61047619048,3685.03
2023-02-01,2023,"Q1","2022/23","Q3","February",3670.68733206304,3680.71578947368,3703.9882697264,3690.71578947368,3687.33780089472,3685.71578947368,3685.71578947368,378.799091545307,121.303507747113,93.914690574327,,92.4733287030377,958.26,925.98,3685.71578947368,3722.21
2023-03-01,2023,"Q1","2022/23","Q3","March",3728.13419275989,3739.515,3740.59366055843,3749.515,3734.36392665916,3744.515,3744.515,382.516200030853,122.493844017809,94.8362637803955,,93.203698028082,1135.63,1089.26,3744.515,3778.13
2023-04-01,2023,"Q2","2022/23","Q4","April",3732.76,3740.81941176471,3746.21,3750.81941176471,3739.485,3745.81941176471,3745.81941176471,382.514530211858,122.493309288698,94.8358497864401,,93.5557752998466,847.84,830.32,3745.81941176471,3735.25
2023-05-01,2023,"Q2","2022/23","Q4","May",3718.1398644763,3724.55772727273,3730.6079599845,3734.55136363636,3724.3739122304,3729.55454545454,3729.55454545454,377.296248571754,120.822249665048,93.5420945570894,,92.5551085838691,1013.33,975.3,3729.55454545454,3772.4
2023-06-01,2023,"Q2","2022/23","Q4","June",3697.82,3702.788,3710.14,3712.788,3703.98,3707.788,3707.788,372.771742171805,119.373358922203,92.4203452497737,,91.6996311250663,1077.79,1071.24,3707.788,3667.39
2023-07-01,2023,"Q3","2023/24","Q1","July",3653.56788340437,3656.22952380952,3666.51695630696,3666.22952380952,3660.04241985566,3661.22952380952,3661.22952380952,368.475965766567,117.997714792945,91.3553043854236,,91.0225517248803,1171.57,1113.65,3661.22952380952,3615.14
2023-08-01,2023,"Q3","2023/24","Q1","August",3670.22721296464,3684.12260869565,3691.62950828029,3694.12260869565,3680.92836062246,3689.12260869565,3689.12260869565,367.900150069232,117.813320306628,91.2125438713408,,90.6714441386022,1079.62,1074.33,3689.12260869565,3718.31
2023-09-01,2023,"Q3","2023/24","Q1","September",3697.39619963782,3732.9955,3728.19027078417,3743.049,3712.793235211,3738.02225,3738.02225,369.924586392241,118.461609155975,91.7144571945413,,90.7705461732486,929.53,907.34,3738.02225,3757.31
2023-10-01,2023,"Q4","2023/24","Q2","October",3775.78,3750.62865079365,3785.78,3760.62198412698,3780.78,3755.62531746032,3755.62531746032,369.539127091218,118.338172837485,91.6188912552546,,90.3890536954081,1011.28,1005.92,3755.62531746032,3780.78
2023-11-01,2023,"Q4","2023/24","Q2","November",3812.26,3777.02361111111,3822.26,3787.02676767677,3817.26,3782.02518939394,3782.02518939394,373.201177171282,119.510877656932,92.5268139715785,,90.8609336931355,973.98,991.19,3782.02518939394,3817.26388888889
2023-12-01,2023,"Q4","2023/24","Q2","December",3777.22,3775.73976608187,3787.22,3785.73976608187,3782.22,3780.65740740741,3780.65740740741,373.67202208236,119.661657161407,92.6435493469249,,90.8404139146649,949.09,882.09,3780.65740740741,3782.22222222222
2024-01-01,2024,"Q1","2023/24","Q3","January",3810.54,3800.03362433863,3820.54,3810.03362433863,3815.54,3805.03362433863,3805.03362433863,374.081578652114,119.792810191181,92.7450896604568,,91.2505656379987,1033.98,970.4,3805.03362433863,3815.54166666667
2024-02-01,2024,"Q1","2023/24","Q3","February",3927.25,3868.58773611111,3937.25,3878.58773611111,3932.25,3873.58773611111,3873.58773611111,381.95261281722,122.313365480609,94.6965350430218,,93.2597815521733,1096.14,1103.38,3873.58773611111,3932.25
2024-03-01,2024,"Q1","2023/24","Q3","March",3876,3890.78339181286,3886,3900.77608187134,3881,3895.7797368421,3895.7797368421,387.690812960761,124.150919532618,96.1191923380426,,94.4313012936188,1040.64,1001.22,3895.7797368421,3885
2024-04-01,2024,"Q2","2023/24","Q4","April",3806,3817.68402777778,3816,3827.69097222222,3811,3822.6875,3822.6875,380.230477272955,121.761882948053,94.2695703792289,,92.6057674655173,1021.3,1033.58,3822.6875,3813.20833333333
2024-05-01,2024,"Q2","2023/24","Q4","May",3776.70893107068,3786.40079365079,3790.39831795806,3796.40079365079,3783.55362451437,3791.40079365079,3791.40079365079,377.557242040479,120.905828068381,93.6068020007035,,92.0381049289051,1171.03,1150.43,3791.40079365079,3812.375
2024-06-01,2024,"Q2","2023/24","Q4","June",3734.7246484758,3742.19011695906,3748.90033343865,3752.19011695906,3741.81249095723,3747.19011695906,3747.19011695906,373.136096220547,119.490036668166,92.5106786178067,,91.097806879475,1291.91,1267.92,3747.19011695906,3706.72222222222
2024-07-01,2024,"Q3","2024/25","Q1","July",3697.69,3700.85480676329,3712.79,3710.85480676329,3705.24,3705.85480676329,3705.85480676329,369.002052282017,118.166184414775,91.4857356705468,,90.2657838370943,1253.55760237,1240.73266986,3705.85480676329,3722.90909090909
2024-08-01,2024,"Q3","2024/25","Q1","August",3715.17108572278,3718.64728650138,3726.11289295248,3728.64728650138,3720.64198933763,3723.64728650138,3723.64728650138,373.265277091079,119.531404488414,92.5427061008574,,91.3090970504237,1087.10482851,1063.43820444,3723.64728650138,3716.06
2024-09-01,2024,"Q3","2024/25","Q1","September",3704.53851510953,3706.31308802309,3714.59149857646,3716.31308802309,3709.56500684299,3711.31308802309,3711.31308802309,373.608722489679,119.641386620103,92.6278556407022,,91.3090571710304,1029.27993129,1001.48520622,3711.31308802309,3690.04545454545
2024-10-01,2024,"Q4","2024/25","Q2","October",3659.87218031274,3662.85685950413,3671.12,3672.99527548209,3665.49609015637,3667.92606749311,3667.92606749311,367.500332855374,117.685286128138,91.1134182114228,,89.5104411249327,1061.05488694,1058.37923726,3667.92606749311,3662.05
2024-11-01,2024,"Q4","2024/25","Q2","November",3616.07321321783,3673.64754689755,3675.02761774624,3683.64754689755,3645.55041548204,3678.64754689755,3678.64754689755,366.198855059383,117.268511575526,90.7907461479784,,89.0338598118744,1101.95045596,1084.6970468,3678.64754689755,3688.86
2024-12-01,2024,"Q4","2024/25","Q2","December",3650.84,3659.08171212121,3667.11,3669.08171212121,3658.975,3664.08171212121,3664.08171212121,364.525167474372,116.732543619251,90.3757930628927,,88.4443694954846,1216.75309281,1080.74209622,3664.08171212121,3681.13636363636
2025-01-01,2025,"Q1","2024/25","Q3","January",3671.07869598128,3683.95913223141,3688.13798637657,3693.95884297521,3679.60834117893,3688.95898760331,3688.95898760331,365.377663838947,117.00554004842,90.5871503076215,,88.575828145444,1324.23472965,1130.72182454,3688.95898760331,3684.76
2025-02-01,2025,"Q1","2024/25","Q3","February",3673.10206645674,3672.702,3678.32254083619,3682.70165909091,3675.71230364647,3677.71232954545,3677.70182954545,364.032471862452,116.574766825928,90.2536402991358,,87.9426724091881,1224.52269433,998.51600961,3677.70182954545,3678.81909090909
2025-03-01,2025,"Q1","2024/25","Q3","March",3658.83844533621,3662.86523809524,3671.54328056613,3672.86396103896,3665.19086295117,3667.9,3667.8645995671,364.753666511322,116.805716272822,90.4324442450909,,88.1492662209177,1346.01052801,1091.3521724,3667.8645995671,3661.62
2025-04-01,2025,"Q2","2024/25","Q4","April",3640.70835192383,3664.6125,3671.90494043067,3674.61161363636,3656.30664617725,3669.61,3669.61205681818,366.260988958286,117.288408824636,90.8061508467221,,88.3761656189333,1452.5777244,1334.54822829,3669.61205681818,3664.66840909091
2025-05-01,2025,"Q2","2024/25","Q4","May",3646.27892922844,3648.39714285714,3657.71634585506,3658.39716450216,3651.99763754175,3653.39715367965,3653.39715367965,366.258435774058,117.287591213903,90.8055178422823,,88.0621033654332,1425.17265423,1184.77056485,3653.39715367965,3631.81886363636
2025-06-01,2025,"Q2","2024/25","Q4","June",3602.84,3600.83833333333,3614.2,3610.83853535354,3608.52,3605.83843434343,3605.83843434343,363.131754543998,116.286328514814,90.0303277565623,,87.4215718218049,1470.43,1147.58,3605.83843434343,3594.59045454545
2025-07-01,2025,"Q3","2025/26","Q1","July",3576.99445954921,3581.56565217391,3589.54467461153,3591.56616600791,3583.26956708037,3586.56590909091,3586.56590909091,361.881172883052,115.885852522176,89.7202742417914,,87.4677312107773,1596.6635346677,1462.45989398486,3586.56590909091,3585.02
2025-08-01,2025,"Q3","2025/26","Q1","August",3494.46455851011,3558.92857142857,3565.74403744049,3568.92915584416,3530.1042979753,3563.92886363636,3563.92886363636,359.701217688908,115.187761587738,89.1798035223694,,87.221053955244,1292.58293055183,1219.2970806291,3563.92886363636,3550.36
2025-09-01,2025,"Q3","2025/26","Q1","September",3495.16780176662,3502.79,3510.63951405845,3512.79041322314,3502.90365791253,3507.79020661157,3507.79020661157,354.616900040031,113.559601491594,87.9192616429579,,85.707970807905,1587.11920387034,1398.11314178916,3507.79020661157,3490
2025-10-01,2025,"Q4","2025/26","Q2","October",3464.58946754943,3458.85590909091,3468.66007235943,3468.85561983471,3466.62476995443,3463.85576446281,3463.85576446281,349.69060696156,111.982045885083,86.6978983913838,,84.4905620360995,1689.4290013619,1365.88292553728,3463.85576446281,3478.95
2025-11-01,2025,"Q4","2025/26","Q2","November",3557.55011986991,3570.14,3570.9623534929,3580.14,3564.2562366814,3575.136625,3575.14,360.326930034618,115.388134566631,89.33493478495,,87.1211924396964,1530.03,1467.46,3575.136625,3630.09
2025-12-01,2025,"Q4","2025/26","Q2","December",3565.7659028152,3570.22904761905,3577.14972020857,3580.22861471862,3571.45781151189,3575.22887445887,3575.22883116883,361.134197001126,115.646647105102,89.5350784206203,,87.128202872492,1304.78315896282,1259.4541139542,3575.22887445887,3619.65
2026-01-01,2026,"Q1","2025/26","Q3","January",3545.7,3557.14444444444,3569.1,3567.14297979798,3557.4,3562.14371212121,3562.14371212121,360.29,115.38,89.33,,86.7206230882965,1332.64497842121,1445.07036582583,3562.14371212121,3563.18136363636
2026-02-01,2026,"Q1","2025/26","Q3","February",3551.77,3563.22894736842,3557.14,3573.22901913876,3554.45,3568.22898325359,3568.22898325359,361.27,115.69,89.57,,87.0676721084866,1337.20596983185,1324.48194088339,3568.2289354067,3600
2026-03-01,2026,"Q1","2025/26","Q3","March",3707.66,3725.53142857143,3727.28,3735.53054545455,3717.47,3730.53098701299,3730.53098701299,374.75,120.01,92.91,,90.6734981182563,1810.29958213505,1732.75119593284,3730.53098701299,3762.57795454545
2026-04-01,2026,"Q2","2025/26","Q4","April",3704.4099123407,3712.0745,3717.49260622139,3721.32395238095,3710.95125928104,3716.69922619048,3716.69922619048,373.8,119.7,92.68,,90.4864979467961,1380.74663158076,1418.02346017779,3716.69922619048,3749.52
2026-05-01,2026,"Q2","2025/26","Q4","May",3743.13417474365,3759.11,3764.35963751051,3769.10973544974,3753.74690612708,3764.10986772487,3764.10986772487,377.92,121.02,93.7,,91.2682299622304,1257.55247604197,1233.39999317322,3764.10986772487,3773.82785714286
2026-06-01,2026,"Q2","2025/26","Q4","June",,3705.6355,,3715.63614285714,,3710.63582142857,3710.63582142857,378.72,121.28,93.89,,,1466.09315511939,1276.75563620603,3710.63582142857,3665.1
